Tweet,User - Location,User - Followers,Classificacao,Sentimento,Tweet_Ingles,Class_TextBlob
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,Brasil,640,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #sisobrapref novo regulamento estabelece regras para o uso do sistema de cadastramento de alvarás e habitese pelos municípios e administrações regionais do distrito federal saiba mais #alvara #habite_se #receitafederal #rfb #sistema #obras,"Distrito Federal, Brasil",6174,Positivo,1,rt #sisobrapref new regulation establishes rules for the use of the permit registration system and habitese by the municipalities and regional administrations of the federal district learn more #alvara #habite_se #receitafederal #rfb #sistema #obras,Positivo
rt #sisobrapref novo regulamento estabelece regras para o uso do sistema de cadastramento de alvarás e habitese pelos municípios e administrações regionais do distrito federal saiba mais #alvara #habite_se #receitafederal #rfb #sistema #obras,"Santa Catarina, Brasil",8334,Positivo,1,rt #sisobrapref new regulation establishes rules for the use of the permit registration system and habitese by the municipalities and regional administrations of the federal district learn more #alvara #habite_se #receitafederal #rfb #sistema #obras,Positivo
rt #vacina receita federal em viracopos libera rapidamente maior lote de vacinas da covid19 recebido no país operação especial na véspera do natal liberou de forma célere cerca de 5 5 milhões de doses do imunizante saiba mais #covid19 #rfb #viracopos,Brasil ,8,Positivo,1,rt #vacina federal prescription in viracopos quickly releases largest batch of vaccines from covid19 received in the country special operation on christmas eve quickly released about 5 5 million doses of the immunizer learn more # covid19 #rfb #viracopos,Positivo
rt #vacina receita federal em viracopos libera rapidamente maior lote de vacinas da covid19 recebido no país operação especial na véspera do natal liberou de forma célere cerca de 5 5 milhões de doses do imunizante saiba mais #covid19 #rfb #viracopos,"Foz do Iguaçu, Brasil",11,Positivo,1,rt #vacina federal prescription in viracopos quickly releases largest batch of vaccines from covid19 received in the country special operation on christmas eve quickly released about 5 5 million doses of the immunizer learn more # covid19 #rfb #viracopos,Positivo
rt #vacina receita federal em viracopos libera rapidamente maior lote de vacinas da covid19 recebido no país operação especial na véspera do natal liberou de forma célere cerca de 5 5 milhões de doses do imunizante saiba mais #covid19 #rfb #viracopos,,30,Positivo,1,rt #vacina federal prescription in viracopos quickly releases largest batch of vaccines from covid19 received in the country special operation on christmas eve quickly released about 5 5 million doses of the immunizer learn more # covid19 #rfb #viracopos,Positivo
rt #vacina receita federal em viracopos libera rapidamente maior lote de vacinas da covid19 recebido no país operação especial na véspera do natal liberou de forma célere cerca de 5 5 milhões de doses do imunizante saiba mais #covid19 #rfb #viracopos,Brasil,334,Positivo,1,rt #vacina federal prescription in viracopos quickly releases largest batch of vaccines from covid19 received in the country special operation on christmas eve quickly released about 5 5 million doses of the immunizer learn more # covid19 #rfb #viracopos,Positivo
rt #vacina receita federal em viracopos libera rapidamente maior lote de vacinas da covid19 recebido no país operação especial na véspera do natal liberou de forma célere cerca de 5 5 milhões de doses do imunizante saiba mais #covid19 #rfb #viracopos,"Novo Hamburgo, Brasil",113,Positivo,1,rt #vacina federal prescription in viracopos quickly releases largest batch of vaccines from covid19 received in the country special operation on christmas eve quickly released about 5 5 million doses of the immunizer learn more # covid19 #rfb #viracopos,Positivo
rt #vacina receita federal em viracopos libera rapidamente maior lote de vacinas da covid19 recebido no país operação especial na véspera do natal liberou de forma célere cerca de 5 5 milhões de doses do imunizante saiba mais #covid19 #rfb #viracopos,,114,Positivo,1,rt #vacina federal prescription in viracopos quickly releases largest batch of vaccines from covid19 received in the country special operation on christmas eve quickly released about 5 5 million doses of the immunizer learn more # covid19 #rfb #viracopos,Positivo
rt #vacina receita federal em viracopos libera rapidamente maior lote de vacinas da covid19 recebido no país operação especial na véspera do natal liberou de forma célere cerca de 5 5 milhões de doses do imunizante saiba mais #covid19 #rfb #viracopos,"Novo Hamburgo, RS",474,Positivo,1,rt #vacina federal prescription in viracopos quickly releases largest batch of vaccines from covid19 received in the country special operation on christmas eve quickly released about 5 5 million doses of the immunizer learn more # covid19 #rfb #viracopos,Positivo
rt #vacina receita federal em viracopos libera rapidamente maior lote de vacinas da covid19 recebido no país operação especial na véspera do natal liberou de forma célere cerca de 5 5 milhões de doses do imunizante saiba mais #covid19 #rfb #viracopos,"Foz do Iguaçu, Brasil",13,Positivo,1,rt #vacina federal prescription in viracopos quickly releases largest batch of vaccines from covid19 received in the country special operation on christmas eve quickly released about 5 5 million doses of the immunizer learn more # covid19 #rfb #viracopos,Positivo
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,"Análise, Antártica",203,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,,1229,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,Londrina,1598,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,Direita SDV - Brasil,1627,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,"São Paulo, Brasil",2595,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,,5737,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,Brasil,52045,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,,4135,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,,512,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,"Novo Hamburgo, RS",472,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
rt a droga estava em uma carga de goiabada que seria exportada para antuérpia na bélgica a carga foi selecionada para conferência por meio de critérios objetivos de análise de risco incluindo a inspeção não intrusiva por imagens de escâner #açõesdareceita #aduana #rfb #santos,,4,Positivo,1,rt the drug was in a load of guava which would be exported to antwerp in belgium the load was selected for checking by means of objective risk analysis criteria including non-intrusive inspection by scanner images # actionsdareceita #aduana #rfb #santos,Neutro
