,Tweet,Cidade,User - Followers,Classificacao,Sentimento,LSTM,UF
2432,olha q loucura policia federal receita federal mpf usa conversar trafico ilegal madeira conta crescentes apreensoes madeira brasileira ta faltando alguem ai ah condenado proibiu ibama viajar,não informado,6477,Neutro,2,2,Não Informado
1523,#operacaoconcordia deflagrada apoio policia militar/rn policia civil/rn corpo bombeiros/rn saiba em,não informado,7384,Positivo,1,1,Não Informado
1598,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,1424,Positivo,1,1,Não Informado
452,governadores prefeiros ladroes viciados roubar grana publica identificados falta enjaular genocidas milhoes desviados saude incluindo estado da amazonia,não informado,288,Negativo,0,0,Não Informado
2364,esmola 1 medo bancos digitais 2 melhor pro itau/receita federal grana banco facil rastrear facil cobrar imposto facil usar emprestimos/ cheque especial outros cliente menos nota impressa fazer/fiscalizar,não informado,36,Neutro,2,2,Não Informado
272,denuncia doleiro solteiros compra milhoes dolares marinho pagar 1 centavo imposto,não informado,81,Neutro,2,2,Não Informado
2800,profissionais solicitamos medidas solucionar inconsistencias apresentadas area emissao guias portal simples nacional trabalhando problema apresentarao solucao breve #somoscontabeis #simplesnacional #cfc,não informado,97,Negativo,0,0,Não Informado
1747,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,não informado,144,Positivo,1,1,Não Informado
1349,in with the historic seizure of 3 ton of cocaine in theof santos the drug was concealed in aluminum coils destined count on s continued support,não informado,695,Positivo,1,1,Não Informado
2423,olha q loucura policia federal receita federal mpf usa conversar trafico ilegal madeira conta crescentes apreensoes madeira brasileira ta faltando alguem ai ah condenado proibiu ibama viajar,não informado,60,Neutro,2,2,Não Informado
567,*receita federal apreende 670 kg cocaina carga goiabada porto santos*,não informado,1334,Positivo,1,1,Não Informado
2899,cade covidao paulo socorro policia federal ditador governo estado,não informado,699,Negativo,0,0,Não Informado
2916,mentiroso,não informado,1,Neutro,2,2,Não Informado
564,parabens dr paulo guedes pres sr realizando extraordinario trabalho parabens equipe d ministros secretarios parabens inseridos luta contra corrupcao q mata + d forma + perversa silenciosa q qq virus,não informado,59,Positivo,1,1,Não Informado
1765,#facilidade receita federal implementa impugnacao malha irpf internet contribuinte podera entregar defesa notificacao lancamento decorrente malha fiscal inteiramente ecac saiba mais #defesa #malhafiscal #rfb #ecac #servico,não informado,681,Positivo,1,1,Não Informado
1005,1 importante sabermos gasto tributario concedido beneficios fiscais apesar haver portal nacional visualizar lugar beneficios concedidos estados municipios fornece previsoes beneficios concedidos uniao,não informado,31,Positivo,1,1,Não Informado
2272,disparos massa interferencia abin pf receita federal todos crimes,não informado,661,Negativo,0,0,Não Informado
2851,falar sonegacao impostos querido presida queria isentar sonegacao crime naturalmente acusacao deve ter provas disso mesmo,não informado,9,Neutro,2,2,Não Informado
2930,vacina tao boa chineses querem,não informado,248,Neutro,2,2,Não Informado
750,parabens integrantes rf viracopos fizeram melhor momento agilidade faz enorme diferenca vida milhoes brasileiros,não informado,15,Positivo,1,1,Não Informado
2847,entao releia normal habito leitura entender proposto vou facilitar nobre colega pedi link denuncias denuncias exploracao ser exato afinal acusacao coleguinha,não informado,9,Neutro,2,2,Não Informado
1720,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,não informado,5737,Positivo,1,1,Não Informado
1355,bom dia preocupado carneleao 2021 alo vao liberar novo programa,não informado,14900,Negativo,0,0,Não Informado
1451,predio aqui lado casa colonia 16 gatos miauditores fiscais,não informado,2748,Negativo,0,0,Não Informado
1474,apreendeu quase 3 toneladas cocaina porto santos litoral sp droga escondida carga bobinas aluminio levada holanda maior apreensao cocaina feita receita federal local,não informado,1901,Positivo,1,1,Não Informado
2109,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,não informado,1525,Positivo,1,1,Não Informado
2698,gostaria ver gloriosa policia federal entrando congresso senado stf governo prendendo maiores bandidos brasil constituicao mao surrupiando povo brasileiro dia chegaremos la politicos corruptos pena morte prisao perpetua,não informado,53,Negativo,0,0,Não Informado
1689,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,não informado,3302,Positivo,1,1,Não Informado
263,novo ceda,não informado,3134,Positivo,1,1,Não Informado
73,isso terem liberado atualizacao,não informado,14900,Negativo,0,0,Não Informado
1576,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,129,Positivo,1,1,Não Informado
2721,alguem solucao problema desde sexta feira conseguindo gerar q vence quarta feira 20/01,não informado,13,Negativo,0,0,Não Informado
2190,preciso saber sh presidente canal receita federal consigo resolver pendencia desde 2018 falta ir reparticao tentar resolver sim falta generalizada pessoas competente boa vontade continuo tentativa resolver,não informado,1,Negativo,0,0,Não Informado
2735,conseguindo apurar simples nacional pagina cheio erros imposto vence dia 20,não informado,80,Negativo,0,0,Não Informado
880,caso parte incentivo crime perante constituicao banania,não informado,846,Neutro,2,2,Não Informado
2149,ha dizer seguinte brasileiros leiam thread inteira formem opiniao concluam maos estamos alo mexamse #bolsonaroate2026,não informado,9749,Negativo,0,0,Não Informado
778,quero 3 centavos volta,não informado,418,Neutro,2,2,Não Informado
2326,bom dia acabei receber mensagem dizendo conta fechada receita federal tratase golpe clicar link redirecionada pagina falsa pedindo usuario senha banco sei trata site falso causa numero #alerta,não informado,13,Neutro,2,2,Não Informado
804,taxa logo pat magreti 6 7 jesus amado pagar facada chegarem antes ano novo possivel,não informado,218,Negativo,0,0,Não Informado
2333,tempo atrasa vacinacao filho vai pressionando receita federal caso abin sai foco pode ver fazendo tudo atrasar mais,não informado,126,Neutro,2,2,Não Informado
2692,lava jato toda zoada trocaram tds principais superintendentes pf muitos outros colaboradores sairam insatisfacao respectivos chefes enfim mencionar lava jato atual cenario facil quero ve falar lavatoga ninguem fala,não informado,0,Negativo,0,0,Não Informado
2201,disparos massa interferencia abin pf receita federal todos crimes,não informado,106,Negativo,0,0,Não Informado
112,pai sonegadores impostos onde porra respondo reunindo fdp,não informado,112,Negativo,0,0,Não Informado
1621,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,3105,Positivo,1,1,Não Informado
2924,operacao da prisao doria vai chamar hemorroidas sufoca piru kkk,não informado,23,Neutro,2,2,Não Informado
2497,pode serem insanos destas maneira,não informado,2,Negativo,0,0,Não Informado
558,hoje duvidas moro lixo mundo importo objeto eua pago imposto abusivo retirar produto menos visse retorno disso sociedade querer pais onde ladrao,não informado,15,Negativo,0,0,Não Informado
2100,contribuinte caiu malha fina concordar valores multas lancados pode apresentar defesa meio ecac partir hoje 7 proprio sistema informacoes preencher defesa informacoes abr,não informado,5416,Positivo,1,1,Não Informado
86,mal carater vcs sao o cara pergunta isencao ir prometeu campanha ele responde o brasil ta quebrado nao posso fazer nadase referindo isencao irai cana lhada tira frase contexto ficam ai falando m jo vcs,não informado,183,Negativo,0,0,Não Informado
1035,alo atencao doideiras desse desgovernador alheio crise doria sanciona aumento 67% verba publicidade,não informado,9749,Neutro,2,2,Não Informado
1306,ola tudo bom enorme tristeza informamos agora faz parte podemos manter individuos acham pirataria algo criminoso desejamos toda sorte nova jornada att diretoria,não informado,1532,Neutro,2,2,Não Informado
470,taxa 60% importacao vcs sabem cobrar bem mesmo taxar abusivamente classe media tb quanta canalhice hein,não informado,15,Negativo,0,0,Não Informado
2998,capital giro cade bndes,não informado,117,Neutro,2,2,Não Informado
2747,possivel plataforma estar infringindo direito liberdade expressao constituicao garante,não informado,327,Negativo,0,0,Não Informado
330,faltava entao tambem familia criminosa usando politica arma contra sociedade democracia justica favorecer interesses pessoas cla miliciano liderados bem fracassado,não informado,13,Negativo,0,0,Não Informado
2453,realizar pagamento despacho postal tributacoes site correios mini tutorial proceder pagamentos receita federal brasil importacao passa fiscalizacao aduaneira cobrada alguma taxa despacho postal r$15 tributacao,não informado,1234,Neutro,2,2,Não Informado
2078,hoje todos servico governo corte maior minimo conivente tudo ainda falam instituicoes brasil fortes pais piada pronta,não informado,175,Negativo,0,0,Não Informado
449,parabens dr paulo guedes pres sr realizando extraordinario trabalho parabens equipe d ministros secretarios parabens inseridos luta contra corrupcao q mata + d forma + perversa silenciosa q qq virus,não informado,62,Positivo,1,1,Não Informado
1796,#recorde manha 22/12 equipes alfandega receita santos apreenderam 2 932 kg cocaina droga cuidadosamente oculta carregamento bobinas aluminio destinadas porto roterda holanda saiba mais #rfb #aduana,não informado,784,Positivo,1,1,Não Informado
2370,certo ser tudo privado governo normativa fiscaliza conta gerada atendimento feito governo paga senao dinheiro pagar encaminhado receita federal vai avaliar financas paga zero carente proporcional demais casos,não informado,148,Neutro,2,2,Não Informado
1874,rfb paulo apreendeu mes dezembro diversos tipos drogas outros produtos nocivos saude apreensoes ocorreram recintos importacao exportacao correios saiba mais #receitafederal #aduana #apreensao,não informado,5737,Positivo,1,1,Não Informado
1112,gente toda humilhacao parte essa ainda acabou encomenda liberada demorou apenas 34 dias alfandega nota fiscal anexada compra faz vezes pagar nada happy end,não informado,253,Negativo,0,0,Não Informado
2096,informa programa gerador documento arrecadacao simples nacional microempreendedor individual pgmei sendo ajustado adequacao calculo #inss base novo valor salario minimo agencia brasil /arq,não informado,90,Positivo,1,1,Não Informado
2944,cholaaaaa esquerdopata doutrinadinho rsrs #querobolsonaroate2026 #bolsonaroorgulhodobrasil,não informado,37,Neutro,2,2,Não Informado
2689,vou pedir socorro unicornios,não informado,2660,Negativo,0,0,Não Informado
2065,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,não informado,1117,Negativo,0,0,Não Informado
2018,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,não informado,361,Negativo,0,0,Não Informado
3032,parabens receita federal bom trabalho,não informado,120,Positivo,1,1,Não Informado
1597,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,1457,Positivo,1,1,Não Informado
2268,pleno sextou ficando tarde trabalho porque receita federal ficou dia todo ar,não informado,468,Negativo,0,0,Não Informado
2389,vida adulta bate porta do lidar tramites receita federal procon,não informado,80,Neutro,2,2,Não Informado
